meterNumber,meterType,meterModel,meterSerialNumber,meterOwner,capacity,volt,category,phase,meterDigit,region,vendorName,cartonID,meterSequence,defaultUnit,manufacturerName,accuracy,prepaidMeterType,destinationStore,storeAddress,storeManagerName,storeManagerContact,meterSeries
727848400,,VIOIFOWE22785,4.40E+15,Elvic,13449,415V,Non-MD,1-Phase,13407,,Elvic,GIFWOEFO3893519,12,30,TOES,13402,Smart meter,GGC,Maskat town,Rom,13481,11417 - 5
727848401,,VIOIFOWE22786,4.40E+15,Elvic,13450,415V,Non-MD,1-Phase,13408,,Elvic,GIFWOEFO3893519,12,30,TOES,13403,Smart meter,GGC,Maskat town,Rom,13482,11418 - 5
727848402,,VIOIFOWE22787,4.40E+15,Elvic,13451,415V,Non-MD,1-Phase,13409,,Elvic,GIFWOEFO3893519,12,30,TOES,13404,Smart meter,GGC,Maskat town,Rom,13483,11419 - 5
727848403,,VIOIFOWE22788,4.40E+15,Elvic,13452,415V,Non-MD,1-Phase,13410,,Elvic,GIFWOEFO3893519,12,30,TOES,13405,Smart meter,GGC,Maskat town,Rom,13484,11420 - 5
727848404,,VIOIFOWE22789,4.40E+15,Elvic,13453,415V,Non-MD,1-Phase,13411,,Elvic,GIFWOEFO3893519,12,30,TOES,13406,Smart meter,GGC,Maskat town,Rom,13485,11421 - 5
727848405,,VIOIFOWE22790,4.40E+15,Elvic,13454,415V,Non-MD,1-Phase,13412,,Elvic,GIFWOEFO3893519,12,30,TOES,13407,Smart meter,GGC,Maskat town,Rom,13486,11422 - 5
727848406,,VIOIFOWE22791,4.40E+15,Elvic,13455,415V,Non-MD,1-Phase,13413,,Elvic,GIFWOEFO3893519,12,30,TOES,13408,Smart meter,GGC,Maskat town,Rom,13487,11423 - 5
727848407,,VIOIFOWE22792,4.40E+15,Elvic,13456,415V,Non-MD,1-Phase,13414,,Elvic,GIFWOEFO3893519,12,30,TOES,13409,Smart meter,GGC,Maskat town,Rom,13488,11424 - 5
727848408,,VIOIFOWE22793,4.40E+15,Elvic,13457,415V,Non-MD,1-Phase,13415,,Elvic,GIFWOEFO3893519,12,30,TOES,13410,Smart meter,GGC,Maskat town,Rom,13489,11425 - 5
727848409,,VIOIFOWE22794,4.40E+15,Elvic,13458,415V,Non-MD,1-Phase,13416,,Elvic,GIFWOEFO3893519,12,30,TOES,13411,Smart meter,GGC,Maskat town,Rom,13490,11426 - 5
727848410,,VIOIFOWE22795,4.40E+15,Elvic,13459,415V,Non-MD,1-Phase,13417,,Elvic,GIFWOEFO3893519,12,30,TOES,13412,Smart meter,GGC,Maskat town,Rom,13491,11427 - 5
727848411,,VIOIFOWE22796,4.40E+15,Elvic,13460,415V,Non-MD,1-Phase,13418,,Elvic,GIFWOEFO3893519,12,30,TOES,13413,Smart meter,GGC,Maskat town,Rom,13492,11428 - 5
727848412,,VIOIFOWE22797,4.40E+15,Elvic,13461,415V,Non-MD,1-Phase,13419,,Elvic,GIFWOEFO3893519,12,30,TOES,13414,Smart meter,GGC,Maskat town,Rom,13493,11429 - 5
727848413,,VIOIFOWE22798,4.40E+15,Elvic,13462,415V,Non-MD,1-Phase,13420,,Elvic,GIFWOEFO3893519,12,30,TOES,13415,Smart meter,GGC,Maskat town,Rom,13494,11430 - 5
727848414,,VIOIFOWE22799,4.40E+15,Elvic,13463,415V,Non-MD,1-Phase,13421,,Elvic,GIFWOEFO3893519,12,30,TOES,13416,Smart meter,GGC,Maskat town,Rom,13495,11431 - 5
727848415,,VIOIFOWE22800,4.40E+15,Elvic,13464,415V,Non-MD,1-Phase,13422,,Elvic,GIFWOEFO3893519,12,30,TOES,13417,Smart meter,GGC,Maskat town,Rom,13496,11432 - 5
727848416,,VIOIFOWE22801,4.40E+15,Elvic,13465,415V,Non-MD,1-Phase,13423,,Elvic,GIFWOEFO3893519,12,30,TOES,13418,Smart meter,GGC,Maskat town,Rom,13497,11433 - 5
727848417,,VIOIFOWE22802,4.40E+15,Elvic,13466,415V,Non-MD,1-Phase,13424,,Elvic,GIFWOEFO3893519,12,30,TOES,13419,Smart meter,GGC,Maskat town,Rom,13498,11434 - 5
727848418,,VIOIFOWE22803,4.40E+15,Elvic,13467,415V,Non-MD,1-Phase,13425,,Elvic,GIFWOEFO3893519,12,30,TOES,13420,Smart meter,GGC,Maskat town,Rom,13499,11435 - 5
727848419,,VIOIFOWE22804,4.40E+15,Elvic,13468,415V,Non-MD,1-Phase,13426,,Elvic,GIFWOEFO3893519,12,30,TOES,13421,Smart meter,GGC,Maskat town,Rom,13500,11436 - 5
727848420,,VIOIFOWE22805,4.40E+15,Elvic,13469,415V,Non-MD,1-Phase,13427,,Elvic,GIFWOEFO3893519,12,30,TOES,13422,Smart meter,GGC,Maskat town,Rom,13501,11437 - 5
727848421,,VIOIFOWE22806,4.40E+15,Elvic,13470,415V,Non-MD,1-Phase,13428,,Elvic,GIFWOEFO3893519,12,30,TOES,13423,Smart meter,GGC,Maskat town,Rom,13502,11438 - 5
727848422,,VIOIFOWE22807,4.40E+15,Elvic,13471,415V,Non-MD,1-Phase,13429,,Elvic,GIFWOEFO3893519,12,30,TOES,13424,Smart meter,GGC,Maskat town,Rom,13503,11439 - 5
727848423,,VIOIFOWE22808,4.40E+15,Elvic,13472,415V,Non-MD,1-Phase,13430,,Elvic,GIFWOEFO3893519,12,30,TOES,13425,Smart meter,GGC,Maskat town,Rom,13504,11440 - 5
727848424,,VIOIFOWE22809,4.40E+15,Elvic,13473,415V,Non-MD,1-Phase,13431,,Elvic,GIFWOEFO3893519,12,30,TOES,13426,Smart meter,GGC,Maskat town,Rom,13505,11441 - 5
727848425,,VIOIFOWE22810,4.40E+15,Elvic,13474,415V,Non-MD,1-Phase,13432,,Elvic,GIFWOEFO3893519,12,30,TOES,13427,Smart meter,GGC,Maskat town,Rom,13506,11442 - 5
727848426,,VIOIFOWE22811,4.40E+15,Elvic,13475,415V,Non-MD,1-Phase,13433,,Elvic,GIFWOEFO3893519,12,30,TOES,13428,Smart meter,GGC,Maskat town,Rom,13507,11443 - 5
727848427,,VIOIFOWE22812,4.40E+15,Elvic,13476,415V,Non-MD,1-Phase,13434,,Elvic,GIFWOEFO3893519,12,30,TOES,13429,Smart meter,GGC,Maskat town,Rom,13508,11444 - 5
727848428,,VIOIFOWE22813,4.40E+15,Elvic,13477,415V,Non-MD,1-Phase,13435,,Elvic,GIFWOEFO3893519,12,30,TOES,13430,Smart meter,GGC,Maskat town,Rom,13509,11445 - 5
727848429,,VIOIFOWE22814,4.40E+15,Elvic,13478,415V,Non-MD,1-Phase,13436,,Elvic,GIFWOEFO3893519,12,30,TOES,13431,Smart meter,GGC,Maskat town,Rom,13510,11446 - 5
727848430,,VIOIFOWE22815,4.40E+15,Elvic,13479,415V,Non-MD,1-Phase,13437,,Elvic,GIFWOEFO3893519,12,30,TOES,13432,Smart meter,GGC,Maskat town,Rom,13511,11447 - 5
727848431,,VIOIFOWE22816,4.40E+15,Elvic,13480,415V,Non-MD,1-Phase,13438,,Elvic,GIFWOEFO3893519,12,30,TOES,13433,Smart meter,GGC,Maskat town,Rom,13512,11448 - 5
727848432,,VIOIFOWE22817,4.40E+15,Elvic,13481,415V,Non-MD,1-Phase,13439,,Elvic,GIFWOEFO3893519,12,30,TOES,13434,Smart meter,GGC,Maskat town,Rom,13513,11449 - 5
727848433,,VIOIFOWE22818,4.40E+15,Elvic,13482,415V,Non-MD,1-Phase,13440,,Elvic,GIFWOEFO3893519,12,30,TOES,13435,Smart meter,GGC,Maskat town,Rom,13514,11450 - 5
727848434,,VIOIFOWE22819,4.40E+15,Elvic,13483,415V,Non-MD,1-Phase,13441,,Elvic,GIFWOEFO3893519,12,30,TOES,13436,Smart meter,GGC,Maskat town,Rom,13515,11451 - 5
727848435,,VIOIFOWE22820,4.40E+15,Elvic,13484,415V,Non-MD,1-Phase,13442,,Elvic,GIFWOEFO3893519,12,30,TOES,13437,Smart meter,GGC,Maskat town,Rom,13516,11452 - 5
727848436,,VIOIFOWE22821,4.40E+15,Elvic,13485,415V,Non-MD,1-Phase,13443,,Elvic,GIFWOEFO3893519,12,30,TOES,13438,Smart meter,GGC,Maskat town,Rom,13517,11453 - 5
727848437,,VIOIFOWE22822,4.40E+15,Elvic,13486,415V,Non-MD,1-Phase,13444,,Elvic,GIFWOEFO3893519,12,30,TOES,13439,Smart meter,GGC,Maskat town,Rom,13518,11454 - 5
727848438,,VIOIFOWE22823,4.40E+15,Elvic,13487,415V,Non-MD,1-Phase,13445,,Elvic,GIFWOEFO3893519,12,30,TOES,13440,Smart meter,GGC,Maskat town,Rom,13519,11455 - 5
727848439,,VIOIFOWE22824,4.40E+15,Elvic,13488,415V,Non-MD,1-Phase,13446,,Elvic,GIFWOEFO3893519,12,30,TOES,13441,Smart meter,GGC,Maskat town,Rom,13520,11456 - 5
727848440,,VIOIFOWE22825,4.40E+15,Elvic,13489,415V,Non-MD,1-Phase,13447,,Elvic,GIFWOEFO3893519,12,30,TOES,13442,Smart meter,GGC,Maskat town,Rom,13521,11457 - 5
727848441,,VIOIFOWE22826,4.40E+15,Elvic,13490,415V,Non-MD,1-Phase,13448,,Elvic,GIFWOEFO3893519,12,30,TOES,13443,Smart meter,GGC,Maskat town,Rom,13522,11458 - 5
727848442,,VIOIFOWE22827,4.40E+15,Elvic,13491,415V,Non-MD,1-Phase,13449,,Elvic,GIFWOEFO3893519,12,30,TOES,13444,Smart meter,GGC,Maskat town,Rom,13523,11459 - 5
727848443,,VIOIFOWE22828,4.40E+15,Elvic,13492,415V,Non-MD,1-Phase,13450,,Elvic,GIFWOEFO3893519,12,30,TOES,13445,Smart meter,GGC,Maskat town,Rom,13524,11460 - 5
727848444,,VIOIFOWE22829,4.40E+15,Elvic,13493,415V,Non-MD,1-Phase,13451,,Elvic,GIFWOEFO3893519,12,30,TOES,13446,Smart meter,GGC,Maskat town,Rom,13525,11461 - 5
727848445,,VIOIFOWE22830,4.40E+15,Elvic,13494,415V,Non-MD,1-Phase,13452,,Elvic,GIFWOEFO3893519,12,30,TOES,13447,Smart meter,GGC,Maskat town,Rom,13526,11462 - 5
727848446,,VIOIFOWE22831,4.40E+15,Elvic,13495,415V,Non-MD,1-Phase,13453,,Elvic,GIFWOEFO3893519,12,30,TOES,13448,Smart meter,GGC,Maskat town,Rom,13527,11463 - 5
727848447,,VIOIFOWE22832,4.40E+15,Elvic,13496,415V,Non-MD,1-Phase,13454,,Elvic,GIFWOEFO3893519,12,30,TOES,13449,Smart meter,GGC,Maskat town,Rom,13528,11464 - 5
727848448,,VIOIFOWE22833,4.40E+15,Elvic,13497,415V,Non-MD,1-Phase,13455,,Elvic,GIFWOEFO3893519,12,30,TOES,13450,Smart meter,GGC,Maskat town,Rom,13529,11465 - 5
727848449,,VIOIFOWE22834,4.40E+15,Elvic,13498,415V,Non-MD,1-Phase,13456,,Elvic,GIFWOEFO3893519,12,30,TOES,13451,Smart meter,GGC,Maskat town,Rom,13530,11466 - 5
727848450,,VIOIFOWE22835,4.40E+15,Elvic,13499,415V,Non-MD,1-Phase,13457,,Elvic,GIFWOEFO3893519,12,30,TOES,13452,Smart meter,GGC,Maskat town,Rom,13531,11467 - 5
727848451,,VIOIFOWE22836,4.40E+15,Elvic,13500,415V,Non-MD,1-Phase,13458,,Elvic,GIFWOEFO3893519,12,30,TOES,13453,Smart meter,GGC,Maskat town,Rom,13532,11468 - 5
727848452,,VIOIFOWE22837,4.40E+15,Elvic,13501,415V,Non-MD,1-Phase,13459,,Elvic,GIFWOEFO3893519,12,30,TOES,13454,Smart meter,GGC,Maskat town,Rom,13533,11469 - 5
727848453,,VIOIFOWE22838,4.40E+15,Elvic,13502,415V,Non-MD,1-Phase,13460,,Elvic,GIFWOEFO3893519,12,30,TOES,13455,Smart meter,GGC,Maskat town,Rom,13534,11470 - 5
727848454,,VIOIFOWE22839,4.40E+15,Elvic,13503,415V,Non-MD,1-Phase,13461,,Elvic,GIFWOEFO3893519,12,30,TOES,13456,Smart meter,GGC,Maskat town,Rom,13535,11471 - 5
727848455,,VIOIFOWE22840,4.40E+15,Elvic,13504,415V,Non-MD,1-Phase,13462,,Elvic,GIFWOEFO3893519,12,30,TOES,13457,Smart meter,GGC,Maskat town,Rom,13536,11472 - 5
727848456,,VIOIFOWE22841,4.40E+15,Elvic,13505,415V,Non-MD,1-Phase,13463,,Elvic,GIFWOEFO3893519,12,30,TOES,13458,Smart meter,GGC,Maskat town,Rom,13537,11473 - 5
727848457,,VIOIFOWE22842,4.40E+15,Elvic,13506,415V,Non-MD,1-Phase,13464,,Elvic,GIFWOEFO3893519,12,30,TOES,13459,Smart meter,GGC,Maskat town,Rom,13538,11474 - 5
727848458,,VIOIFOWE22843,4.40E+15,Elvic,13507,415V,Non-MD,1-Phase,13465,,Elvic,GIFWOEFO3893519,12,30,TOES,13460,Smart meter,GGC,Maskat town,Rom,13539,11475 - 5
727848459,,VIOIFOWE22844,4.40E+15,Elvic,13508,415V,Non-MD,1-Phase,13466,,Elvic,GIFWOEFO3893519,12,30,TOES,13461,Smart meter,GGC,Maskat town,Rom,13540,11476 - 5
727848460,,VIOIFOWE22845,4.40E+15,Elvic,13509,415V,Non-MD,1-Phase,13467,,Elvic,GIFWOEFO3893519,12,30,TOES,13462,Smart meter,GGC,Maskat town,Rom,13541,11477 - 5
727848461,,VIOIFOWE22846,4.40E+15,Elvic,13510,415V,Non-MD,1-Phase,13468,,Elvic,GIFWOEFO3893519,12,30,TOES,13463,Smart meter,GGC,Maskat town,Rom,13542,11478 - 5
727848462,,VIOIFOWE22847,4.40E+15,Elvic,13511,415V,Non-MD,1-Phase,13469,,Elvic,GIFWOEFO3893519,12,30,TOES,13464,Smart meter,GGC,Maskat town,Rom,13543,11479 - 5
727848463,,VIOIFOWE22848,4.40E+15,Elvic,13512,415V,Non-MD,1-Phase,13470,,Elvic,GIFWOEFO3893519,12,30,TOES,13465,Smart meter,GGC,Maskat town,Rom,13544,11480 - 5
727848464,,VIOIFOWE22849,4.40E+15,Elvic,13513,415V,Non-MD,1-Phase,13471,,Elvic,GIFWOEFO3893519,12,30,TOES,13466,Smart meter,GGC,Maskat town,Rom,13545,11481 - 5
727848465,,VIOIFOWE22850,4.40E+15,Elvic,13514,415V,Non-MD,1-Phase,13472,,Elvic,GIFWOEFO3893519,12,30,TOES,13467,Smart meter,GGC,Maskat town,Rom,13546,11482 - 5
727848466,,VIOIFOWE22851,4.40E+15,Elvic,13515,415V,Non-MD,1-Phase,13473,,Elvic,GIFWOEFO3893519,12,30,TOES,13468,Smart meter,GGC,Maskat town,Rom,13547,11483 - 5
727848467,,VIOIFOWE22852,4.40E+15,Elvic,13516,415V,Non-MD,1-Phase,13474,,Elvic,GIFWOEFO3893519,12,30,TOES,13469,Smart meter,GGC,Maskat town,Rom,13548,11484 - 5
727848468,,VIOIFOWE22853,4.40E+15,Elvic,13517,415V,Non-MD,1-Phase,13475,,Elvic,GIFWOEFO3893519,12,30,TOES,13470,Smart meter,GGC,Maskat town,Rom,13549,11485 - 5
727848469,,VIOIFOWE22854,4.40E+15,Elvic,13518,415V,Non-MD,1-Phase,13476,,Elvic,GIFWOEFO3893519,12,30,TOES,13471,Smart meter,GGC,Maskat town,Rom,13550,11486 - 5
727848470,,VIOIFOWE22855,4.40E+15,Elvic,13519,415V,Non-MD,1-Phase,13477,,Elvic,GIFWOEFO3893519,12,30,TOES,13472,Smart meter,GGC,Maskat town,Rom,13551,11487 - 5
727848471,,VIOIFOWE22856,4.40E+15,Elvic,13520,415V,Non-MD,1-Phase,13478,,Elvic,GIFWOEFO3893519,12,30,TOES,13473,Smart meter,GGC,Maskat town,Rom,13552,11488 - 5
727848472,,VIOIFOWE22857,4.40E+15,Elvic,13521,415V,Non-MD,1-Phase,13479,,Elvic,GIFWOEFO3893519,12,30,TOES,13474,Smart meter,GGC,Maskat town,Rom,13553,11489 - 5
727848473,,VIOIFOWE22858,4.40E+15,Elvic,13522,415V,Non-MD,1-Phase,13480,,Elvic,GIFWOEFO3893519,12,30,TOES,13475,Smart meter,GGC,Maskat town,Rom,13554,11490 - 5
727848474,,VIOIFOWE22859,4.40E+15,Elvic,13523,415V,Non-MD,1-Phase,13481,,Elvic,GIFWOEFO3893519,12,30,TOES,13476,Smart meter,GGC,Maskat town,Rom,13555,11491 - 5
727848475,,VIOIFOWE22860,4.40E+15,Elvic,13524,415V,Non-MD,1-Phase,13482,,Elvic,GIFWOEFO3893519,12,30,TOES,13477,Smart meter,GGC,Maskat town,Rom,13556,11492 - 5
727848476,,VIOIFOWE22861,4.40E+15,Elvic,13525,415V,Non-MD,1-Phase,13483,,Elvic,GIFWOEFO3893519,12,30,TOES,13478,Smart meter,GGC,Maskat town,Rom,13557,11493 - 5
727848477,,VIOIFOWE22862,4.40E+15,Elvic,13526,415V,Non-MD,1-Phase,13484,,Elvic,GIFWOEFO3893519,12,30,TOES,13479,Smart meter,GGC,Maskat town,Rom,13558,11494 - 5
727848478,,VIOIFOWE22863,4.40E+15,Elvic,13527,415V,Non-MD,1-Phase,13485,,Elvic,GIFWOEFO3893519,12,30,TOES,13480,Smart meter,GGC,Maskat town,Rom,13559,11495 - 5
727848479,,VIOIFOWE22864,4.40E+15,Elvic,13528,415V,Non-MD,1-Phase,13486,,Elvic,GIFWOEFO3893519,12,30,TOES,13481,Smart meter,GGC,Maskat town,Rom,13560,11496 - 5
727848480,,VIOIFOWE22865,4.40E+15,Elvic,13529,415V,Non-MD,1-Phase,13487,,Elvic,GIFWOEFO3893519,12,30,TOES,13482,Smart meter,GGC,Maskat town,Rom,13561,11497 - 5
727848481,,VIOIFOWE22866,4.40E+15,Elvic,13530,415V,Non-MD,1-Phase,13488,,Elvic,GIFWOEFO3893519,12,30,TOES,13483,Smart meter,GGC,Maskat town,Rom,13562,11498 - 5
727848482,,VIOIFOWE22867,4.40E+15,Elvic,13531,415V,Non-MD,1-Phase,13489,,Elvic,GIFWOEFO3893519,12,30,TOES,13484,Smart meter,GGC,Maskat town,Rom,13563,11499 - 5
727848483,,VIOIFOWE22868,4.40E+15,Elvic,13532,415V,Non-MD,1-Phase,13490,,Elvic,GIFWOEFO3893519,12,30,TOES,13485,Smart meter,GGC,Maskat town,Rom,13564,11500 - 5
727848484,,VIOIFOWE22869,4.40E+15,Elvic,13533,415V,Non-MD,1-Phase,13491,,Elvic,GIFWOEFO3893519,12,30,TOES,13486,Smart meter,GGC,Maskat town,Rom,13565,11501 - 5
727848485,,VIOIFOWE22870,4.40E+15,Elvic,13534,415V,Non-MD,1-Phase,13492,,Elvic,GIFWOEFO3893519,12,30,TOES,13487,Smart meter,GGC,Maskat town,Rom,13566,11502 - 5
727848486,,VIOIFOWE22871,4.40E+15,Elvic,13535,415V,Non-MD,1-Phase,13493,,Elvic,GIFWOEFO3893519,12,30,TOES,13488,Smart meter,GGC,Maskat town,Rom,13567,11503 - 5
727848487,,VIOIFOWE22872,4.40E+15,Elvic,13536,415V,Non-MD,1-Phase,13494,,Elvic,GIFWOEFO3893519,12,30,TOES,13489,Smart meter,GGC,Maskat town,Rom,13568,11504 - 5
727848488,,VIOIFOWE22873,4.40E+15,Elvic,13537,415V,Non-MD,1-Phase,13495,,Elvic,GIFWOEFO3893519,12,30,TOES,13490,Smart meter,GGC,Maskat town,Rom,13569,11505 - 5
727848489,,VIOIFOWE22874,4.40E+15,Elvic,13538,415V,Non-MD,1-Phase,13496,,Elvic,GIFWOEFO3893519,12,30,TOES,13491,Smart meter,GGC,Maskat town,Rom,13570,11506 - 5
727848490,,VIOIFOWE22875,4.40E+15,Elvic,13539,415V,Non-MD,1-Phase,13497,,Elvic,GIFWOEFO3893519,12,30,TOES,13492,Smart meter,GGC,Maskat town,Rom,13571,11507 - 5
727848491,,VIOIFOWE22876,4.40E+15,Elvic,13540,415V,Non-MD,1-Phase,13498,,Elvic,GIFWOEFO3893519,12,30,TOES,13493,Smart meter,GGC,Maskat town,Rom,13572,11508 - 5
727848492,,VIOIFOWE22877,4.40E+15,Elvic,13541,415V,Non-MD,1-Phase,13499,,Elvic,GIFWOEFO3893519,12,30,TOES,13494,Smart meter,GGC,Maskat town,Rom,13573,11509 - 5
727848493,,VIOIFOWE22878,4.40E+15,Elvic,13542,415V,Non-MD,1-Phase,13500,,Elvic,GIFWOEFO3893519,12,30,TOES,13495,Smart meter,GGC,Maskat town,Rom,13574,11510 - 5
727848494,,VIOIFOWE22879,4.40E+15,Elvic,13543,415V,Non-MD,1-Phase,13501,,Elvic,GIFWOEFO3893519,12,30,TOES,13496,Smart meter,GGC,Maskat town,Rom,13575,11511 - 5
727848495,,VIOIFOWE22880,4.40E+15,Elvic,13544,415V,Non-MD,1-Phase,13502,,Elvic,GIFWOEFO3893519,12,30,TOES,13497,Smart meter,GGC,Maskat town,Rom,13576,11512 - 5
727848496,,VIOIFOWE22881,4.40E+15,Elvic,13545,415V,Non-MD,1-Phase,13503,,Elvic,GIFWOEFO3893519,12,30,TOES,13498,Smart meter,GGC,Maskat town,Rom,13577,11513 - 5
727848497,,VIOIFOWE22882,4.40E+15,Elvic,13546,415V,Non-MD,1-Phase,13504,,Elvic,GIFWOEFO3893519,12,30,TOES,13499,Smart meter,GGC,Maskat town,Rom,13578,11514 - 5
727848498,,VIOIFOWE22883,4.40E+15,Elvic,13547,415V,Non-MD,1-Phase,13505,,Elvic,GIFWOEFO3893519,12,30,TOES,13500,Smart meter,GGC,Maskat town,Rom,13579,11515 - 5
727848499,,VIOIFOWE22884,4.40E+15,Elvic,13548,415V,Non-MD,1-Phase,13506,,Elvic,GIFWOEFO3893519,12,30,TOES,13501,Smart meter,GGC,Maskat town,Rom,13580,11516 - 5
727848500,,VIOIFOWE22885,4.40E+15,Elvic,13549,415V,Non-MD,1-Phase,13507,,Elvic,GIFWOEFO3893519,12,30,TOES,13502,Smart meter,GGC,Maskat town,Rom,13581,11517 - 5
727848501,,VIOIFOWE22886,4.40E+15,Elvic,13550,415V,Non-MD,1-Phase,13508,,Elvic,GIFWOEFO3893519,12,30,TOES,13503,Smart meter,GGC,Maskat town,Rom,13582,11518 - 5
727848502,,VIOIFOWE22887,4.40E+15,Elvic,13551,415V,Non-MD,1-Phase,13509,,Elvic,GIFWOEFO3893519,12,30,TOES,13504,Smart meter,GGC,Maskat town,Rom,13583,11519 - 5
727848503,,VIOIFOWE22888,4.40E+15,Elvic,13552,415V,Non-MD,1-Phase,13510,,Elvic,GIFWOEFO3893519,12,30,TOES,13505,Smart meter,GGC,Maskat town,Rom,13584,11520 - 5
727848504,,VIOIFOWE22889,4.40E+15,Elvic,13553,415V,Non-MD,1-Phase,13511,,Elvic,GIFWOEFO3893519,12,30,TOES,13506,Smart meter,GGC,Maskat town,Rom,13585,11521 - 5
727848505,,VIOIFOWE22890,4.40E+15,Elvic,13554,415V,Non-MD,1-Phase,13512,,Elvic,GIFWOEFO3893519,12,30,TOES,13507,Smart meter,GGC,Maskat town,Rom,13586,11522 - 5
727848506,,VIOIFOWE22891,4.40E+15,Elvic,13555,415V,Non-MD,1-Phase,13513,,Elvic,GIFWOEFO3893519,12,30,TOES,13508,Smart meter,GGC,Maskat town,Rom,13587,11523 - 5
727848507,,VIOIFOWE22892,4.40E+15,Elvic,13556,415V,Non-MD,1-Phase,13514,,Elvic,GIFWOEFO3893519,12,30,TOES,13509,Smart meter,GGC,Maskat town,Rom,13588,11524 - 5
727848508,,VIOIFOWE22893,4.40E+15,Elvic,13557,415V,Non-MD,1-Phase,13515,,Elvic,GIFWOEFO3893519,12,30,TOES,13510,Smart meter,GGC,Maskat town,Rom,13589,11525 - 5
727848509,,VIOIFOWE22894,4.40E+15,Elvic,13558,415V,Non-MD,1-Phase,13516,,Elvic,GIFWOEFO3893519,12,30,TOES,13511,Smart meter,GGC,Maskat town,Rom,13590,11526 - 5
727848510,,VIOIFOWE22895,4.40E+15,Elvic,13559,415V,Non-MD,1-Phase,13517,,Elvic,GIFWOEFO3893519,12,30,TOES,13512,Smart meter,GGC,Maskat town,Rom,13591,11527 - 5
727848511,,VIOIFOWE22896,4.40E+15,Elvic,13560,415V,Non-MD,1-Phase,13518,,Elvic,GIFWOEFO3893519,12,30,TOES,13513,Smart meter,GGC,Maskat town,Rom,13592,11528 - 5
727848512,,VIOIFOWE22897,4.40E+15,Elvic,13561,415V,Non-MD,1-Phase,13519,,Elvic,GIFWOEFO3893519,12,30,TOES,13514,Smart meter,GGC,Maskat town,Rom,13593,11529 - 5
727848513,,VIOIFOWE22898,4.40E+15,Elvic,13562,415V,Non-MD,1-Phase,13520,,Elvic,GIFWOEFO3893519,12,30,TOES,13515,Smart meter,GGC,Maskat town,Rom,13594,11530 - 5
727848514,,VIOIFOWE22899,4.40E+15,Elvic,13563,415V,Non-MD,1-Phase,13521,,Elvic,GIFWOEFO3893519,12,30,TOES,13516,Smart meter,GGC,Maskat town,Rom,13595,11531 - 5
727848515,,VIOIFOWE22900,4.40E+15,Elvic,13564,415V,Non-MD,1-Phase,13522,,Elvic,GIFWOEFO3893519,12,30,TOES,13517,Smart meter,GGC,Maskat town,Rom,13596,11532 - 5
727848516,,VIOIFOWE22901,4.40E+15,Elvic,13565,415V,Non-MD,1-Phase,13523,,Elvic,GIFWOEFO3893519,12,30,TOES,13518,Smart meter,GGC,Maskat town,Rom,13597,11533 - 5
727848517,,VIOIFOWE22902,4.40E+15,Elvic,13566,415V,Non-MD,1-Phase,13524,,Elvic,GIFWOEFO3893519,12,30,TOES,13519,Smart meter,GGC,Maskat town,Rom,13598,11534 - 5
727848518,,VIOIFOWE22903,4.40E+15,Elvic,13567,415V,Non-MD,1-Phase,13525,,Elvic,GIFWOEFO3893519,12,30,TOES,13520,Smart meter,GGC,Maskat town,Rom,13599,11535 - 5
727848519,,VIOIFOWE22904,4.40E+15,Elvic,13568,415V,Non-MD,1-Phase,13526,,Elvic,GIFWOEFO3893519,12,30,TOES,13521,Smart meter,GGC,Maskat town,Rom,13600,11536 - 5
727848520,,VIOIFOWE22905,4.40E+15,Elvic,13569,415V,Non-MD,1-Phase,13527,,Elvic,GIFWOEFO3893519,12,30,TOES,13522,Smart meter,GGC,Maskat town,Rom,13601,11537 - 5
727848521,,VIOIFOWE22906,4.40E+15,Elvic,13570,415V,Non-MD,1-Phase,13528,,Elvic,GIFWOEFO3893519,12,30,TOES,13523,Smart meter,GGC,Maskat town,Rom,13602,11538 - 5
727848522,,VIOIFOWE22907,4.40E+15,Elvic,13571,415V,Non-MD,1-Phase,13529,,Elvic,GIFWOEFO3893519,12,30,TOES,13524,Smart meter,GGC,Maskat town,Rom,13603,11539 - 5
727848523,,VIOIFOWE22908,4.40E+15,Elvic,13572,415V,Non-MD,1-Phase,13530,,Elvic,GIFWOEFO3893519,12,30,TOES,13525,Smart meter,GGC,Maskat town,Rom,13604,11540 - 5
727848524,,VIOIFOWE22909,4.40E+15,Elvic,13573,415V,Non-MD,1-Phase,13531,,Elvic,GIFWOEFO3893519,12,30,TOES,13526,Smart meter,GGC,Maskat town,Rom,13605,11541 - 5
727848525,,VIOIFOWE22910,4.40E+15,Elvic,13574,415V,Non-MD,1-Phase,13532,,Elvic,GIFWOEFO3893519,12,30,TOES,13527,Smart meter,GGC,Maskat town,Rom,13606,11542 - 5
727848526,,VIOIFOWE22911,4.40E+15,Elvic,13575,415V,Non-MD,1-Phase,13533,,Elvic,GIFWOEFO3893519,12,30,TOES,13528,Smart meter,GGC,Maskat town,Rom,13607,11543 - 5
727848527,,VIOIFOWE22912,4.40E+15,Elvic,13576,415V,Non-MD,1-Phase,13534,,Elvic,GIFWOEFO3893519,12,30,TOES,13529,Smart meter,GGC,Maskat town,Rom,13608,11544 - 5
